"Classic southern bbq is what you'll find at pig out bbq. They've been serving it up since 2012. I shared the 6 rib dinner with a friend which came with a side (aka trimming), coleslaw, pickles and choice of dipping sauce. My side of choice was fries, can't go wrong with fries - they were crispy, a bit oily, made for good bbq eating. Coleslaw and pickles were standard - good but nothing stand out. Can't recall the dipping sauce but I appreciated that there was dipping sauce. The ribs are smoky but I can understand why they came with sauce because they aren't exactly lathered in any. Unlike saucier ribs I've had, these ribs feel a little drier so the sauce helps in that aspect. The meat was delicious and tender but I don't think this is my type of ribs - I guess I'm more of a saucy ribs girl. I would still recommend giving it a try if you'd prefer a smoky, drier rub!",Pig Out BBQ,Yelp,Negative
"Ordered the Jr. Pig Out Platter (46.95) which included half rack of ribs, 1 lb wings, 8 oz beef brisket and we chose mac n cheese and sweet potato fries as the 2 'trimmings', the platter also comes with coleslaw. First off, it's a ton of food. Everything is super filling so it's definitely enough for 2-3 people depending on appetite. I really liked the brisket and ribs both were packed with flavor and tender. The wings were ok, I would've liked it to be tossed with more sauce. Mac n cheese and sweet potato fries were very very good. I'm a sucker for good BBQ and this place definitely satisfied my cravings. Highly recommend!",Pig Out BBQ,Yelp,Positive
"I decided to try their bbq.

I was hesitant being I am used to southern United States smoked bbq and Toronto is as far north as you can get from Texas.

The meat was a bit dry. I can tell they don't leave their meat wrapped after being cooked. The brisket was cut with the grain which gives it more pull with your teeth vs. being cut against the grain and easy to pull apart.

The ribs were average. 

Across-the-board their meat could use more flavor but it was a filling lunch. 

The mac and cheese was decent. It's not velveeta cheese sauce! 

Last but not least the staff are very friendly.",Pig Out BBQ,Yelp,Negative
"With finals coming up, why not relax by pigging out on some delicious food? Pig Out BBQ is a bbq smokehouse that is located in the heart of UofT, and has been opened since 2014 by owners Chris & John! They serve delicious platters that will definitely get you to pig out and feeling satisfied Honestly, a very nice place to visit for students!

If you're looking to feast with friends, I recommend their Pig Out Platter which contains: Full Rack of Ribs, 2 Smoked Sausages, Pulled Pork, 1lb of Wings, Beef Brisket, Coleslaw and Pickles. Choice of 3 Large Trimmings (Corn Bread, Fries, Baked Beans, Mac n Cheese, Potato Salad, Salads, Nacho Fries, Poutine, and Pulled Pork Poutine) for $74.95 that can serve up to 4-5 people. 

Too much? Fear not, they also have their famous Piglet Platter that is just as delicious and filling. The piglet platter contains: 2 ribs, 4 wings and pork, choice of 1 trimming for $19.95.

They offer 4 different sizes of platters depending on your needs :) I recommend checking this place out if you're in the area!!",Pig Out BBQ,Yelp,Postive
"Now I have a place to go for a delicious beef brisket sandwich! The beef brisket is very tender, can be a bit fatty, but just delicious.

I also tried the wings and ribs. My recommendation would be the wings and beef brisket, the ribs isn't the fall off the bone type which I prefer. The wings however is juicy, and the flavor we got (it's garlic something) was really good.

Don't let the exterior of the building fools you, the restaurant is renovated and spacious enough to fit quite a number of tables.",Pig Out BBQ,Yelp,Postive
"I ordered the focaccia and burrata as appetizers before our dinner, and it was a fantastic start to the meal. The focaccia was crispy on the outside and soft inside, with a perfect hint of rosemary. The burrata was creamy and paired wonderfully with the fresh tomatoes and basil. Even though the focaccia and burrata are listed separately on the menu, the focaccia was definitely worth adding.

For dinner, my party chose the famous Mafalde Ai Funghi and Casarecce Al Ragu. The mafalde is ideal for mushroom lovers and those who enjoy creamy pasta. The ragu in particular was my favorite; its rich flavor was unlike anything I've tasted before.

The service was excellent! My water glass was always full, and our waitress ensured we were well taken care of. Since there weren't many people in the restaurant on a Thursday evening, it provided a nice, quiet atmosphere where we could enjoy our conversation.",Gusto 101,Yelp,Positive
"While I'm sure this restaurant has a bunch of other yummy food, the only reason I come here is for their Mafalde Ai Funghi!!! It's bomb and so delicious. I absolutely love pasta and this is my favourite pasta of all time. I never found any other pasta that came close to this. The truffle and mushroom taste blends together so perfectly. I love how it's not an Alfredo base. 

The service is always great. The waiter we had was very kind and accommodating when we asked to get another table with a better look out view. Super nice and attentive. The restaurant is slightly more classy than your average Italian restaurant. Cute for pictures and the lighting is dim which makes it more intimate.",Gusto 101,Yelp,Positive
"I've been to this location a few times and after every meal, I leave feeling.. meh? The location is really nice and there is a lot of seating on the patio and two floors inside. I find the food to be ok. There is something about the pasta here.. not sure if it's the sauce or the pasta itself, but I always get quite bloated after every visit. Not something that normally happens after I eat pasta or at other Italian restaurants. The starters are very good - we had the calamari and arancini. The pizza toppings were fresh but it was quite oily. I do like how gusto has wine on tap and you can choose how many ounces you'd like. Service was okay - started off strong to check in on us but we got there a little early for dinner and felt like we were kind of forgotten once it started getting busy. 

I'd come here for drinks and light snacks because the vibe is fun, but haven't been extremely wow'd otherwise.",Gusto 101,Yelp,Negative
"This place had one of the best happy hour deals downtown. However, recently they changed the happy hour deal from everything on the menu being 50% off to now having a happy hour set menu and the prices are higher. Overall, the food here is really good and in the summer they have a really nice patio set up. The mushroom pasta seems like one of the top choices and lives up to the hype. Service is always very quick and friendly so if you're looking for a place for a nice Italian meal, I would recommend gusto.",Gusto 101,Yelp,Positive
"Gusto 101 remains one of my favourite recommendations for Italian food in Toronto. I've been going here for years, way before the pandemic. Their Mafalde al Funghi is hands down their best dish. Cooked to perfection and full of umami from the mushroom. I honestly almost always get that dish when I go, though this time around I tried their Cavatelli alla Calabrese which was tasty as well. 

This location has great vibes for catching up with friends. They have a really spacious roof top that is covered so you're protected from the elements. They also have a nice outdoor patio area. And if you can't get a seat at either of those, their indoor dining/bar area gives a nice cozy moody vibe. I also appreciate that the music is never too loud so you can have a good conversation with a friend. It can get very busy so I recommend getting reservations but on week nights I haven't had any trouble getting a seat walking in. 

The servers have always been wonderful. Honestly I only have good things to say. Gusto 101 remains one of my classic Toronto recommendations.",Gusto 101,Yelp,Positive
"Ok, so I've been to Lee a few times before they moved and it was always a good experience, but WOW we came in for dinner this past Sunday and it was incredible.

From the moment we sat down, each staff that interacted with us was so courteous, informative, well spoken. The food is as amazing as it's always been- we went with the staples and they didn't disappoint!, The drinks are always a hit (get the lychee martini)!

I really can't speak to how amazing the service is- super attentive, I asked for the leftover bites of skewers to bring home for my dog and they welcomed it without issues and even asked whether or not my dog had any allergies!! Just that alone speaks to the level of service they provide!

We had an amazing time and will definitely be back! The new space is also super airy and beautiful!! Definitely an upgrade from the last!",Lee,Yelp,Positive
"We came here for an anniversary dinner, and it was a fabulous experience! We had heard about the famous slaw, but I didn't know what else to expect. 

The server recommended 2-3 dishes for us. We ordered the coleslaw, tuna tartare, and pork rib. The coleslaw lived up to its hype - it boasts 24 unique ingredients, and it was refreshing, crunchy, and flavourful. It is listed as a starter on the menu, but the portion was quite large for two people. I also really enjoyed the tartare - the sequencing of the meal worked out as this was a much richer plate. 

Service was great throughout the meal, and Lee's quality really reflects the dedication and passion of Chef Susur.",Lee,Yelp,Positive
The long and short is was it worth the price for a prix fixed menu? I want to say no. The dining experience was nice being in this beautiful atmosphere but the food overall didn't meet my expectations. The service was good with them wiping down our table three times to pick up food debris that was on it. However our server seemingly was trying so hard to please us. This is a high end restaurant but the server didn't come across as exhibiting a calm demeanor yet I know he meant well. He seemed to be amped up and animated. I'd like people to be professional and natural in waiting on customers. A lower tone of voice would be appreciated. One thing that dismays me is when the food looks better than it tastes. I felt that was true here. Creativity is aesthetically pleasing visually but along with that brings higher expectations. The food was not bad but wasn't exceptional. It was a quiet place to hold a conversation with dinner partner. The entrees I had are on the menu are attached.,Lee,Yelp,Negative
"This restaurant is without a doubt one of the best Asian restaurants I've ever been to in my life. It's crazy to say this because I've been to many places, but the food here is just amazing. Everything just hit the mark. I can tell that there were years of experience in each and every dish. 

Very nice, classy place. Perfect for a business meal or date night.

Chloe was our server and she was a delight. She informed us of the mojito cart and those were perfect. I never knew pineapple and raspberry paired so well together. 

My favorite dishes were the ceviche, slaw, and the cod. 

It wasn't a smart idea to go here on the first night of our trip. Most of the food afterwards couldn't even compare.",Lee,Yelp,Positive
"I've gotten to eat at Lee a few times and each time found the meal to be delicious. Standouts included the Coleslaw, Sashimi, Salmon tartare, Cheeseburger Lettuce Wraps, Black Miso Cod, and the Molton Lava Cake. Highly recommend trying Chef Lee's take on the Indian dish ""Pani Puri"" (he makes it with an avocado crema). 

The interior is warm, modern and upscale. I had the opportunity to dine here for a wedding dinner, and the large private dining room in the back was beautiful (I really liked the Japanese artwork on display). 

Service has been consistently great each time I've gone. I really appreciate that the staff takes the time to explain each dish and mix / pour out portions. 

Highly recommend trying Lee!",Lee,Yelp,Positive
"I did a short reunion with a friend here, as many Yelp Elites in Vancouver know him as Johnson C and his spouse Crystal. Well known for their reviews in Vancouver before moving to the East side of Canada. Came here for a good lunch with my friends and they showed me SUCH a fantastic and amazing place for jerk chicken!! 

When I arrived, I love the vibe of the restaurant. The atmosphere was chill and laid back, just how I like it, and the music was just simple and calm. Loved a good lo-fi beat. The staff was friendly when I approached them. They were attentive to the table and they kept pouring my glass of water when it was empty. They were earning that coin, props to that!!
We ordered the following food on the menu:

Curried Chick Peas & Plantain Hash- This was a new flavour to me. I have never had this style of Platain before and on top of that, the curried chick peas were DELICIOUS! I love the hard crunch to them and I am trying to imitate something myself similar at home. There was texture of crunch, smooth softness of the plantains and the savouriness of the spices they used to make it into a hash. Wow. 9/10

Medium Jerk Chicken & Chubby Slaw- I loved the chicken. Jerk chicken is 100% one of my faves, and this is the stand out dish. The first bite into that perfectly spiced chicken, was electrifying. The chicken is heavily spiced and each bite INSIDE the chicken was juicy and delicious. I literally couldn't get enough of it. I ate some slaw on the side as well and it mixes well with the flavour of the chicken. This isn't just good, IT'S FUCKING GOOD. 10/10

Oxtail Stew- This was cute. I love any tails in my opinion as they are usually the most stewed, cooked and deliciously made plates in my eyes. But this was delicious, and not that heavy either. This had a perfect contrast of the different stuff on the menu. It was delicious and I would order it again next time. 8/10

Regardless, we only wanted a small lunch menu for the day and it was perfect amount. I was full and I had a good time at Chubbys. I will be coming back with more Vancouver friends, and maybe some Toronto friends as well!",Chubby's Jamaican Kitchen,Yelp,Positive
"Chubby was recommended by a local friend and it was one of the best meals we had! Unfortunately the only reservation we could get on a Friday night (Labor Day Weekend 2024) was at 9:45pm and it took another 30 mins for the 4 of us to get seated. The hostess didn't seem apologetic, but luckily our waitress was super friendly and completely made up for it. She advised us that weekends are always busy, and it's better to visit Mon-Thurs if possible.

Hubby and I shared:
Salt Fish Fritters - these fried balls were amazing
Medium Jerk half Chicken - juicy, tender, and delicious!
Jerk Pork - just as good, but the chicken is the winner.
The coconut flavored rice and the coleslaw were excellent also.

Our friends also got Curry Goat and Oxtail which they enjoyed as well. Everything was wonderful and our waitress was super friendly. By the time we finished dinner it was almost midnight to convert the calories into belly fat while we slept. Definitely a place I would return to on my next Toronto trip.",Chubby's Jamaican Kitchen,Yelp,Positive
"First off I think this place is ridiculously overpriced. I got the jerk chicken, usually any other Jamaican place it will come with rice and peas but this place charges an extra 7 dollars for rice and peas and the jerk chicken medium size is 25 dollars, it's a decent size but I still think this place is a ripoff.

The service was pretty quick, the chicken was tender and a good Smokey taste but the rice was dry they should put more coconut milk.

The coleslaw had a good crunch and good acidity, to be very honest there's a lot better Jamaican food out there than this place. The ambiance is very nice, very clean but I wish the food be up to par. If you are charging so much for jerk chicken it has to be the best jerk chicken ever. Don't fall for the hype there are better Jamaican food out there.",Chubby's Jamaican Kitchen,Yelp,Negative
"Chubby's in Toronto serves up delicious and authentic Jamaican flavors in a vibrant, Caribbean-inspired setting. The curry goat is a standout dish, packed with bold spices. The service is excellent, with attentive staff who offered up great recommendations. The laid-back yet lively atmosphere makes it a perfect spot for a flavorful and fun dining experience. Highly recommend for anyone craving quality Jamaican cuisine!",Chubby's Jamaican Kitchen,Yelp,Positive
"Chubby's was definitely a great vibe with good food. The music was just right, the service was friendly and efficient, and the decor was a nice touch. 

I got the curry chicken, which was flavor -packed and delicious. The shrimp curry is more of a coconut curry, although I don't know if it was explained that way on the menu, but it was still very good!

& The honey jerk wings were definitely a highlight!

The meal was on the expensive side for the portions, but I left full! I was just expecting to have some leftovers for the price.

I would definitely return on a future visit to Toronto!",Chubby's Jamaican Kitchen,Yelp,Positive
"Fantastic food and flavors, at a bit of a premium price point. Decor and ambiance is lovely and modern, feels like a nice place for a work lunch or date night. 

Appetizers were extremely small but flavorful. 

Playing was gorgeous, but space on the table made eating family style a bit inconvenient. 

Service was a bit spotty- had to wave down a waiter for water refills and eventually for our check.",Kiin,Yelp,Positive
"This place is AWESOME!!!!

It draws you in right from the street, at night this restaurant looks so intriguing from the sidewalk, you can see in and you just want to be inside eating!

The aesthetic of this restaurant is right up my alley. I loved the lighting in this restaurant, dimly lit but with lamps on each table. 

My boyfriend and I came here for dinner and we got the 12 course option. 

First of all...the food was a work of art. Every single dish that came out and was presented in front of us was lovely. And once that first bite goes into your mouth you appreciate it even more! Our server was amazing, explaining all of the dishes very well, and also how to eat the dishes. 

I can't even tell you what my favorite dishes were because they were all AMAZING. If I had to choose my favorites....the second course was just delicious, I forgot what it was called... and the lamb chop was HEAVENLY...

All in all, this place is top tier! A MUST visit in you're in Toronto!",Kiin,Yelp,Positive
"Based on the reviews, I had expected to be wowed. 
On first impression, the interior was nicely decorated with lovely furniture, flatware, and details. 

We got the traditional Thai breakfasts. Both were very underwhelming. The jhok was the flavourful, but the egg based breakfast really was meh. Two unseasoned fried eggs with a bit of minced meat and sliced sausages (which are easily bought pre-made
from grocery stores). While the price is comparable to other places, it wasn't worth it. We were also disappointed by the Thai tea...too sweet and too little tea flavour. 

Overall, decent service, nice furniture, interior, underwhelming food that I wouldn't go back for (and that doesn't even make me curious about the other items).",Kiin,Yelp,Negative
"Great food and great atmosphere!

When you enter, you are greeted with the cozy, warm, elegant interior. We got there an hour before the reservation and the staff let us in early. They do coat check at the restaurant so you don't need to have your jacket in the way at the table.

We got the set menu and tried both noodle options. The appetizer portions were small, so it was great to taste many different types. For the main courses, everything was tasty in different ways. The beef curry and soup were rich in flavour. The Jeow bong was full of texture. The only thing we didn't like was the chicken curry (goeng breu gai), we didn't the hint of flavour from one of the spices. Lastly, the coconut-mochi like dessert was nice touch.

The meal was yummy and filling. I would recommend visiting for special occasions!",Kiin,Yelp,Positive
"I've never had Thai breakfast before, and being somewhat of a brunch enthusiast, I immediately made a reservation when I found out that Kiin now does brunch!

When I first stepped into Kiin I fell in love with the light airy aesthetic of the place, everything was so beautiful. We started with the Rama Caesar, which tastes like a regular Caesar but with Tom Yum soup as a base. The Thai iced coffee was also pretty good but I found it quite similar to Vietnamese iced coffee.

We got all three of the brunch items and they were spectacularly presented and tasted equally as good. I especially enjoyed the Thai crullers that came with the Khai Kratha. We ended the meal with some donuts and they were also very good.

While I wouldn't say the brunch was the best food I've ever had, dining at Kiin was definitely an exciting culinary experience. Thai breakfast was something I've never tried before, the aesthetic of the restaurant was pleasing and the service attentive. Overall a great experience.",Kiin,Yelp,Positive